token	freq	correction	reason
jugzes	2	judges	dominant(judges:16884>>hughes:629)
supfeme	2	supreme	unique(supreme:6058)
disbursals	2	disbursal	dominant(disbursal:60>>disbursal's:0)
oranze	2	orange	unique(orange:6129)
hemstead	2	homestead	dominant(homestead:1680>>bedstead:0)
ssrichter	2	richter	dominant(richter:478>>stricter:114)
presey	2	presley	dominant(presley:506>>preset:31)
fpple	2	apple	dominant(apple:475>>fipple:0)
presdey	2	presley	unique(presley:506)
bnlte	2	note	dominant(note:17687>>butte:2532)
netifieation	2	notification	unique(notification:11188)
ehairpersen	2	chairperson	unique(chairperson:6005)
expenditious	2	expeditious	unique(expeditious:687)
pccm	2	com	dominant(com:26945>>pack:1001)
dyawiings	2	drawings	dominant(drawings:6844>>dawnings:0)
bainer	2	banner	dominant(banner:70>>mainer:4)
tlots	2	lots	dominant(lots:6320>>plots:233)
suivecys	2	surveys	unique(surveys:3470)
lutis	2	luis	dominant(luis:3290>>lutes:4)
aipite	2	alpine	dominant(alpine:884>>spite:111)
ajustice	2	justice	unique(justice:33182)
tyour	2	your	dominant(your:4310>>tour:479)
tperial	2	special	dominant(special:80379>>trial:21464)
melce	2	peace	dominant(peace:42702>>mile:13506)
asone	2	alone	dominant(alone:2471>>sone:107)
tecnmiques	2	techniques	unique(techniques:1670)
aregistration	2	registration	unique(registration:36402)
inirastructure	2	infrastructure	unique(infrastructure:1604)
mmancing	2	meaning	dominant(meaning:27057>>dancing:75)
calfarm	2	alarm	dominant(alarm:1570>>calvary:5)
rorn	2	born	dominant(born:1325>>worn:398)
midwitery	2	midwifery	unique(midwifery:237)
abied	2	abide	dominant(abide:334>>abies:4)
anonpublic	2	nonpublic	unique(nonpublic:1704)
suiveoys	2	surveys	unique(surveys:3470)
fumas	2	fumes	dominant(fumes:122>>pumas:3)
elgible	2	eligible	dominant(eligible:35778>>legible:946)
tleet	2	fleet	dominant(fleet:821>>leet:42)
tracture	2	fracture	unique(fracture:93)
complairit	2	complaint	dominant(complaint:14440>>complicit:0)
intentionaliy	2	intentionally	dominant(intentionally:1510>>intentionality:0)
rartnh	2	earth	dominant(earth:878>>rath:10)
alease	2	lease	dominant(lease:27131>>please:225)
atiad	2	aid	dominant(aid:27683>>acid:1583)
atero	2	aero	unique(aero:95)
liabilitity	2	liability	dominant(liability:27341>>liabilities:6365)
clefinition	2	definition	unique(definition:8952)
writteri	2	written	dominant(written:59885>>writer:107)
settlemenis	2	settlements	unique(settlements:997)
deponenit	2	deponent	unique(deponent:3110)
undery	2	under	unique(under:386358)
noncusiodial	2	noncustodial	unique(noncustodial:573)
sonen	2	sone	dominant(sone:107>>sones:15)
aggregrate	2	aggregate	unique(aggregate:13562)
accounlanl	2	accountant	unique(accountant:4179)
reieased	2	released	unique(released:8096)
xhii	2	this	dominant(this:1072897>>his:218661)
borrl	2	board	dominant(board:460792>>oral:5978)
aaal	2	anal	dominant(anal:599>>baal:21)
puaid	2	paid	dominant(paid:133709>>plaid:1)
annar	2	anna	dominant(anna:118>>annam:23)
escongigo	2	escondido	unique(escondido:164)
stocktom	2	stockton	unique(stockton:3464)
pricrities	2	priorities	unique(priorities:2615)
equipmment	2	equipment	unique(equipment:34393)
prornote	2	promote	dominant(promote:5306>>prorate:318)
jessons	2	lessons	unique(lessons:338)
ogord	2	good	dominant(good:22901>>word:5522)
detrimenial	2	detrimental	unique(detrimental:2459)
amendaded	2	amended	unique(amended:239647)
fosier	2	foster	dominant(foster:8634>>cosier:0)
rouowms	2	rooms	unique(rooms:2721)
accouneanl	2	accountant	unique(accountant:4179)
conforrn	2	conform	dominant(conform:7233>>conforms:1280)
alessee	2	lessee	unique(lessee:5652)
ncensing	2	censing	dominant(censing:54>>incensing:0)
deliverng	2	delivering	unique(delivering:2325)
depcsition	2	deposition	unique(deposition:8674)
pecent	2	percent	dominant(percent:72590>>recent:4585)
cpits	2	pits	dominant(pits:316>>spits:2)
distribuhon	2	distribution	dominant(distribution:17865>>distributor:4819)
radov	2	radon	dominant(radon:208>>radom:0)
medhation	2	mediation	unique(mediation:1694)
unsuccessul	2	unsuccessful	unique(unsuccessful:458)
abidder	2	bidder	dominant(bidder:7888>>abider:0)
mterpreted	2	interpreted	unique(interpreted:1209)
surmmary	2	summary	unique(summary:5926)
hhcensed	2	licensed	dominant(licensed:40828>>censed:178)
anticipahon	2	anticipation	dominant(anticipation:1763>>anticipator:0)
coveruge	2	coverage	unique(coverage:19200)
limitied	2	limited	unique(limited:53390)
psychialtic	2	psychiatric	unique(psychiatric:3021)
sartta	2	santa	dominant(santa:19245>>strata:200)
timperrial	2	imperial	unique(imperial:1520)
venuta	2	ventura	dominant(ventura:3553>>venue:835)
shorttall	2	shortfall	unique(shortfall:291)
suieet	2	street	dominant(street:31751>>suit:7004)
kecovery	2	recovery	unique(recovery:9328)
supervisees	2	supervises	unique(supervises:175)
mgas	2	gas	dominant(gas:12747>>mas:232)
bandg	2	band	dominant(band:842>>bands:232)
vwourt	2	court	dominant(court:242103>>wort:39)
adhma	2	ada	dominant(ada:889>>adams:222)
kesource	2	resource	unique(resource:5815)
mumi	2	mum	dominant(mum:1114>>mums:13)
equaily	2	equally	dominant(equally:2899>>equably:0)
unsuccesstully	2	unsuccessfully	unique(unsuccessfully:340)
perrorms	2	performs	unique(performs:1533)
conntra	2	contra	unique(contra:3350)
shhastar	2	shasta	dominant(shasta:1808>>shastra:0)
effecthveness	2	effectiveness	unique(effectiveness:4858)
rethrement	2	retirement	unique(retirement:55377)
vandahsm	2	vandalism	dominant(vandalism:571>>vandals:3)
distmbute	2	distribute	unique(distribute:3693)
prohbits	2	prohibits	unique(prohibits:2790)
nothfy	2	notify	unique(notify:18608)
distnbuting	2	distributing	unique(distributing:1979)
effecthhve	2	effective	unique(effective:63567)
retaul	2	retail	unique(retail:8273)
fanancial	2	financial	unique(financial:41629)
adverhsing	2	advertising	dominant(advertising:9199>>adverting:0)
smmunizations	2	immunizations	unique(immunizations:304)
transachhon	2	transaction	unique(transaction:13498)
expirahon	2	expiration	unique(expiration:16752)
yurisdictions	2	jurisdictions	unique(jurisdictions:2739)
penodically	2	periodically	dominant(periodically:1591>>melodically:0)
publicahon	2	publication	dominant(publication:18364>>publican:6)
disciphne	2	discipline	dominant(discipline:2266>>disciple:1)
implementng	2	implementing	unique(implementing:4594)
reszmbursement	2	reimbursement	unique(reimbursement:32291)
enhtlement	2	entitlement	unique(entitlement:2239)
permussive	2	permissive	dominant(permissive:529>>percussive:0)
electhon	2	election	dominant(election:122961>>electron:35)
exemphons	2	exemptions	unique(exemptions:3296)
admumister	2	administer	unique(administer:9885)
locahon	2	location	dominant(location:17489>>locator:440)
discriminahon	2	discrimination	dominant(discrimination:2933>>discriminator:1)
domestce	2	domestic	dominant(domestic:10630>>domestics:15)
nonload	2	unload	dominant(unload:110>>nonfood:33)
fnday	2	day	dominant(day:107956>>monday:10314)
paraphernaha	2	paraphernalia	unique(paraphernalia:213)
specuied	2	specified	dominant(specified:117730>>secured:14565)
regulathons	2	regulations	unique(regulations:71915)
activibes	2	activities	dominant(activities:25762>>activates:10)
admunistratve	2	administrative	dominant(administrative:35353>>administrate:4)
emxsting	2	existing	dominant(existing:66172>>emitting:189)
capatol	2	capitol	unique(capitol:2609)
supvernor	2	superior	unique(superior:35772)
orgamize	2	organize	unique(organize:1916)
ehgble	2	enable	dominant(enable:6766>>edible:518)
francicso	2	francisco	unique(francisco:21120)
lerw	2	lew	unique(lew:209)
deeket	2	deemed	dominant(deemed:43813>>docket:1051)
eentinue	2	continue	dominant(continue:20992>>detinue:2)
explere	2	explore	unique(explore:253)
vallidations	2	validations	unique(validations:219)
citabons	2	citations	dominant(citations:2380>>citrons:1)
haousing	2	housing	unique(housing:34525)
hylloxera	2	phylloxera	unique(phylloxera:91)
arbering	2	barbering	unique(barbering:657)
pertusionists	2	perfusionist	dominant(perfusionist:52>>percussionists:0)
organizz	2	organize	unique(organize:1916)
mitrogen	2	nitrogen	unique(nitrogen:319)
stahonary	2	stationary	dominant(stationary:971>>stannary:0)
extraordinas	2	extraordinary	unique(extraordinary:5689)
itahies	2	italics	dominant(italics:1331>>itches:5)
puarant	2	parent	dominant(parent:33854>>guaranty:2422)
stahutory	2	statutory	unique(statutory:13098)
statntory	2	statutory	unique(statutory:13098)
tstt	2	that	dominant(that:864378>>set:71152)
syperior	2	superior	unique(superior:35772)
izr	2	ir	dominant(ir:1455>>ier:127)
snnerior	2	superior	dominant(superior:35772>>interior:2134)
erneee	2	renee	dominant(renee:1428>>ernest:118)
certinicates	2	certificates	unique(certificates:16588)
trequency	2	frequency	unique(frequency:1156)
firearrns	2	firearms	dominant(firearms:6719>>firearm's:0)
givetsion	2	diversion	unique(diversion:3057)
manazemenl	2	management	unique(management:27886)
extrsordinary	2	extraordinary	unique(extraordinary:5689)
eenerees	2	referees	unique(referees:1105)
xiteb	2	item	dominant(item:72668>>site:16555)
eerenes	2	serene	dominant(serene:317>>ernes:2)
assessmenls	2	assessments	unique(assessments:20208)
exxemption	2	exemption	unique(exemption:17122)
nenens	2	needs	dominant(needs:18816>>teens:298)
invesemenes	2	investments	unique(investments:4817)
eennee	2	renee	dominant(renee:1428>>vendee:297)
teapportionment	2	reapportionment	unique(reapportionment:384)
imptovement	2	improvement	unique(improvement:36888)
ennne	2	nine	dominant(nine:21319>>none:4275)
powerts	2	powers	dominant(powers:40637>>power's:0)
rneeees	2	reeves	dominant(reeves:134>>renee's:0)
nenn	2	tenn	dominant(tenn:208>>penn:49)
xvio	2	xi	dominant(xi:8065>>io:2613)
btowing	2	towing	dominant(towing:1732>>blowing:25)
eeenn	2	been	dominant(been:184233>>event:35052)
prefetence	2	preference	unique(preference:4391)
pyopetly	2	properly	unique(properly:9642)
retrorir	2	retrofit	dominant(retrofit:929>>retrofire:0)
facitiries	2	facilities	dominant(facilities:61569>>factories:185)
todacco	2	tobacco	unique(tobacco:3183)
ploss	2	loss	dominant(loss:21581>>plots:233)
orangze	2	orange	unique(orange:6129)
ornce	2	once	dominant(once:14020>>ounce:390)
assoclate	2	associate	unique(associate:2515)
comlon	2	common	dominant(common:17822>>colon:9)
icoauthors	2	coauthors	unique(coauthors:2422)
killlea	2	killed	dominant(killed:1231>>killer:127)
harvev	2	harvey	unique(harvey:449)
epherson	2	person	dominant(person:339208>>mcpherson:479)
qualirying	2	qualifying	unique(qualifying:5077)
cahirornia	2	california	unique(california:322009)
reducting	2	reducing	dominant(reducing:6603>>deducting:1541)
suppotrt	2	support	unique(support:70908)
sitp	2	site	dominant(site:16555>>sit:1244)
azencey	2	agency	unique(agency:176766)
vesemenl	2	vestment	dominant(vestment:156>>vehement:1)
adullts	2	adults	unique(adults:4670)
niscal	2	fiscal	unique(fiscal:88410)
comsstruction	2	construction	unique(construction:56614)
premiumas	2	premiums	dominant(premiums:6421>>premium's:0)
suudaivision	2	subdivision	unique(subdivision:242708)
qrxen	2	green	dominant(green:1054>>oxen:120)
ifinsufficient	2	insufficient	unique(insufficient:4215)
grounawater	2	groundwater	unique(groundwater:3279)
wasle	2	waste	dominant(waste:32966>>wale:22)
tacuity	2	acuity	dominant(acuity:260>>vacuity:0)
ifresources	2	resources	unique(resources:42966)
cormtracts	2	contracts	dominant(contracts:31327>>cormorants:0)
anintegrated	2	integrated	dominant(integrated:2651>>nonintegrated:3)
iré	2	ir	dominant(ir:1455>>ire:130)
suidelines	2	guidelines	dominant(guidelines:6701>>sidelines:0)
qisttict	2	district	unique(district:378970)
anongovernmental	2	nongovernmental	unique(nongovernmental:606)
cmmployees	2	employees	unique(employees:65531)
rqro	2	pro	dominant(pro:45851>>zero:893)
convincine	2	convincing	unique(convincing:1126)
uandidacy	2	candidacy	unique(candidacy:1399)
tabricating	2	fabricating	unique(fabricating:382)
petmies	2	permits	dominant(permits:10242>>jetties:83)
zbuyer	2	buyer	unique(buyer:7967)
contidential	2	confidential	unique(confidential:5307)
expenaiture	2	expenditure	unique(expenditure:19460)
suivivots	2	survivors	unique(survivors:1034)
tormula	2	formula	unique(formula:2868)
arural	2	rural	dominant(rural:4068>>aural:15)
arecommendation	2	recommendation	unique(recommendation:8659)
mctc	2	act	dominant(act:457162>>acts:26740)
calhtornia	2	california	unique(california:322009)
vcis	2	acis	unique(acis:88)
jues	2	dues	dominant(dues:1472>>tues:126)
sanbag	2	sandbag	unique(sandbag:101)
veterams	2	veterans	unique(veterans:14993)
provriate	2	prorate	dominant(prorate:318>>procreate:0)
meonl	2	means	dominant(means:99310>>mean:9403)
centefrs	2	centers	unique(centers:9583)
dyawings	2	drawings	unique(drawings:6844)
anicy	2	any	dominant(any:1254743>>ani:582)
accoudn	2	account	dominant(account:58451>>accord:2991)
supplification	2	simplification	dominant(simplification:90>>supplication:0)
redeveiopment	2	redevelopment	unique(redevelopment:7717)
acontractual	2	contractual	unique(contractual:2572)
amchovies	2	anchovies	unique(anchovies:138)
touna	2	tuna	unique(tuna:352)
placol	2	place	dominant(place:63421>>placed:17860)
sardinops	2	sardines	dominant(sardines:432>>sardine's:0)
politus	2	politic	dominant(politic:735>>politics:90)
beneftts	2	benefits	unique(benefits:39317)
aminor	2	minor	dominant(minor:40436>>amino:21)
aremoval	2	removal	unique(removal:15841)
subgranting	2	subtracting	unique(subtracting:361)
coapplicants	2	applicants	unique(applicants:7388)
attects	2	attests	unique(attests:53)
narassment	2	harassment	unique(harassment:837)
nonholder	2	bondholder	dominant(bondholder:295>>jobholder:0)
acollecting	2	collecting	unique(collecting:3962)
sovete	2	severe	dominant(severe:2588>>soviet:300)
rqar	2	rear	dominant(rear:2315>>roar:17)
accurnulation	2	accumulation	unique(accumulation:852)
aconsolidated	2	consolidated	unique(consolidated:8783)
ranrn	2	range	dominant(range:20231>>rank:2938)
connnement	2	confinement	unique(confinement:3954)
refilings	2	refiling	dominant(refiling:102>>refinings:0)
pledgors	2	pledges	dominant(pledges:272>>ledgers:46)
frocedures	2	procedures	unique(procedures:29065)
slrea	2	area	dominant(area:57054>>plea:3582)
amenaecd	2	amended	dominant(amended:239647>>menaced:20)
frocurement	2	procurement	unique(procurement:1870)
ilj	2	ill	dominant(ill:2552>>ila:29)
ruei	2	rue	dominant(rue:195>>rues:32)
ixisting	2	existing	unique(existing:66172)
ajtpa	2	alta	dominant(alta:125>>aetna:14)
prievance	2	grievance	unique(grievance:813)
resohution	2	resolution	unique(resolution:77952)
olut	2	out	dominant(out:77527>>lout:8)
sinitiative	2	initiative	unique(initiative:6775)
addreviations	2	abbreviations	unique(abbreviations:212)
vigests	2	digests	unique(digests:4485)
prieing	2	pricing	dominant(pricing:358>>priming:17)
underutilitzed	2	underutilized	unique(underutilized:70)
receveiopment	2	redevelopment	unique(redevelopment:7717)
exwaordinary	2	extraordinary	unique(extraordinary:5689)
reenactec	2	reenacted	unique(reenacted:74)
ectea	2	enter	dominant(enter:20089>>acted:2733)
pelicee	2	police	dominant(police:21570>>pelican:44)
appointmenle	2	appointment	dominant(appointment:25156>>appointments:4941)
miiib	2	mini	dominant(mini:711>>minis:27)
etete	2	state	dominant(state:880230>>estate:32153)
cteation	2	creation	unique(creation:6474)
rneee	2	renee	unique(renee:1428)
monpartisan	2	nonpartisan	unique(nonpartisan:494)
eetenn	2	extent	dominant(extent:34383>>extend:8913)
commenle	2	commence	unique(commence:6840)
appointnents	2	appointments	unique(appointments:4941)
beneee	2	renee	dominant(renee:1428>>vendee:297)
bneee	2	been	dominant(been:184233>>need:24956)
amowance	2	allowance	dominant(allowance:21785>>ambiance:0)
comscience	2	conscience	unique(conscience:100)
eereen	2	herein	dominant(herein:40047>>green:1054)
momprofit	2	nonprofit	unique(nonprofit:13196)
amanner	2	manner	unique(manner:84354)
inrespect	2	respect	dominant(respect:52586>>inspect:3586)
asociety	2	society	unique(society:6635)
azoency	2	agency	dominant(agency:176766>>ardency:0)
sutveyots	2	surveyors	unique(surveyors:673)
pftovisions	2	provisions	unique(provisions:211160)
aftica	2	africa	dominant(africa:243>>attica:0)
comstluction	2	construction	unique(construction:56614)
servicces	2	services	unique(services:187802)
testiny	2	testing	dominant(testing:7071>>testify:1962)
comstfuction	2	construction	unique(construction:56614)
piojechs	2	projects	unique(projects:26531)
amoutn	2	amount	unique(amount:233789)
poortation	2	proration	dominant(proration:690>>hortation:2)
crawwings	2	drawings	dominant(drawings:6844>>crawling:4)
amouul	2	amount	dominant(amount:233789>>amour:63)
